id_empresa,nome_empresa_ficticio,setor_economico,subsetor,pais,regiao,ano_referencia,porte_empresa,estagio_maturidade,split_ml,receita_bruta_usd_m,receita_liquida_usd_m,receita_liquida_t_1_usd_m,receita_liquida_t_2_usd_m,receita_recorrente_usd_m,receita_internacional_usd_m,crescimento_receita_pct,taxa_crescimento_anual_pct,lucro_bruto_usd_m,ebitda_usd_m,margem_ebitda_pct,lucro_operacional_usd_m,margem_operacional_pct,lucro_liquido_usd_m,margem_liquida_pct,margem_bruta_pct,roa_pct,roe_pct,roi_pct,ativos_totais_usd_m,passivos_totais_usd_m,divida_curto_prazo_usd_m,divida_longo_prazo_usd_m,divida_total_usd_m,patrimonio_liquido_usd_m,debt_to_equity,indice_alavancagem,cobertura_juros,ativos_circulantes_usd_m,passivos_circulantes_usd_m,caixa_usd_m,equivalentes_caixa_usd_m,capital_giro_usd_m,liquidez_corrente,liquidez_seca,liquidez_imediata,fluxo_operacional_usd_m,fluxo_investimentos_usd_m,fluxo_financiamentos_usd_m,fluxo_caixa_livre_usd_m,fluxo_caixa_livre_t_1_usd_m,variacao_caixa_usd_m,custos_operacionais_usd_m,despesas_administrativas_usd_m,despesas_financeiras_usd_m,investimentos_capex_usd_m,opex_usd_m,giro_ativo,giro_estoque,prazo_medio_recebimento_dias,prazo_medio_pagamento_dias,valor_mercado_estimado_usd_m,numero_funcionarios,market_share_estimado_pct,participacao_internacional_pct,indice_solvencia,indice_cobertura,indice_eficiencia_0_100,indice_risco_financeiro_0_100,indice_saude_financeira_0_100,score_financeiro_geral_0_100,target_deterioracao_financeira,target_probabilidade_deterioracao_pct,target_classe_risco,target_faixa_saude_financeira,target_probabilidade_insolvencia_pct,target_tende_crescer_proximo_periodo,target_fluxo_caixa_livre_proximo_periodo_usd_m,target_crescimento_receita_proximo_periodo_pct
EMP00755,Global Retail Operações,Varejo,Varejo Especializado,Brasil,América Latina,2025,Grande,Madura,treino,823.1072,774.95,685.6332,559.4137,92.7097,284.9951,13.0269,17.6983,316.2516,43.9223,5.6678,9.0673,1.1701,-10.9583,-1.4141,40.8093,-4.3563,-12.9665,4.1825,251.5495,167.0374,13.3504,58.0932,71.4436,84.5121,0.8454,2.9765,1.0772,100.9836,66.1233,20.5584,9.981,34.8603,1.5272,0.5803,0.4619,34.6136,-37.9768,2.8027,-5.55,-5.3456,-0.5604,668.0845,62.9431,8.4172,40.1636,731.0276,3.0807,5.4318,7.9063,57.4814,484.4256,3644,2.6037,36.7759,1.5059,4.0593,51.1723,21.168,83.784,52.4445,Não,4.0041,Baixo,Excelente,2.0846,Sim,-1.9227,13.7302
EMP00756,Apex Pharma International,Saúde,Diagnósticos,Canadá,América do Norte,2025,Grande,Inicial,treino,4885.8881,4646.8276,3761.9786,3139.1179,2350.9153,1031.07,23.5208,21.6675,2690.0465,911.3604,19.6125,677.8149,14.5866,502.7489,10.8192,57.89,11.3123,32.848,17.03,4444.2641,2913.7308,576.7298,940.4196,1517.1494,1530.5333,0.9913,2.9037,6.4856,2205.3512,1162.5635,356.6563,331.8538,1042.7877,1.897,1.4375,0.5922,644.9079,-317.1303,-169.6766,317.1147,272.9232,158.101,3247.2428,488.2244,104.5105,327.7932,3735.4672,1.0456,3.6629,83.21,81.6826,10776.0885,15126,28.0,22.1887,1.5253,4.3748,54.7536,1.6604,98.4066,90.8677,Não,0.5,Baixo,Excelente,0.1,Sim,379.7075,22.3153
EMP00757,Inova Health Corporation,Saúde,Farmacêutica,Índia,Ásia,2025,Média,Reestruturação,treino,31.3763,30.7747,30.935,29.4892,10.3518,6.9246,-0.5183,2.1564,15.0196,5.425,17.6281,4.0443,13.1416,2.4673,8.0174,48.8051,9.1197,22.3026,16.3673,27.0551,15.9921,2.0974,5.3128,7.4102,11.063,0.6698,2.4455,5.7282,8.9703,5.0193,3.092,1.1441,3.9511,1.7872,1.2244,0.844,4.1936,-1.2112,-0.6728,2.9103,2.9068,2.3096,21.8858,3.4639,0.706,1.2833,25.3497,1.1375,5.5776,66.4178,16.7987,111.8838,124,0.4862,22.5011,1.6918,5.0066,54.1518,2.1836,99.0,89.3667,Não,0.5,Baixo,Excelente,0.1194,Não,1.7171,-3.8676
EMP00758,Valor Mercantil Global,Varejo,Moda e Vestuário,Canadá,América do Norte,2025,Média,Madura,validacao,129.0961,119.6536,105.7854,96.0262,27.2507,0.0,13.1098,11.6267,49.235,8.2223,6.8717,4.5305,3.7863,3.2208,2.6917,41.148,7.7731,24.4938,13.2865,41.4347,28.2854,3.5587,9.2336,12.7924,13.1493,0.9729,3.1511,4.794,13.3157,9.7549,2.4167,0.989,3.5609,1.365,0.5187,0.3491,7.056,-5.3834,0.6797,1.2331,1.2487,2.3523,100.8923,10.5389,0.945,5.8229,111.4313,2.8878,4.748,3.0,38.9763,69.9812,249,0.2079,0.0,1.4649,5.1856,51.5682,18.6735,82.4035,75.9187,Sim,3.4288,Baixo,Excelente,0.9987,Não,-1.7239,12.4632
EMP00759,Nova Health Global,Saúde,Diagnósticos,Brasil,América Latina,2025,Grande,Madura,teste,33338.5486,31837.7223,30653.2491,28757.1081,20092.88,12793.4441,3.8641,5.22,19462.6818,5736.6181,18.0183,4330.2445,13.601,2333.3027,7.3287,61.1309,7.5171,18.442,14.3554,31039.8798,18387.7418,1560.8293,8751.5779,10312.4073,12652.138,0.8151,2.4533,3.2629,8616.1821,5068.7191,2714.3617,2412.9207,3547.463,1.6999,1.2113,1.0116,4153.7019,-1647.1698,-30.0077,2506.5321,2303.665,2476.5245,24032.4172,2068.6869,1327.1282,1647.1698,26101.1042,1.0257,4.9973,62.6096,21.5921,121807.3194,115501,28.0,40.1833,1.6881,3.5674,53.7201,4.637,93.1494,82.4565,Não,0.5765,Baixo,Excelente,0.2625,Sim,1636.0184,17.7804
EMP00760,Pulsar Business Group,Serviços Empresariais,Consultoria,Estados Unidos,América do Norte,2025,Pequena,Madura,treino,29.1983,27.9662,28.064,31.773,16.653,3.3245,-0.3487,-6.1818,12.3544,5.0463,18.0442,4.4774,16.0101,3.1021,11.0925,44.1762,15.2424,37.921,21.3718,20.3521,12.1715,3.8564,3.84,7.6965,8.1805,0.9408,2.4879,4.8018,3.8726,2.8602,1.1968,0.2827,1.0124,1.3539,1.3539,0.5173,3.6137,-0.9902,-0.8864,2.5791,2.8318,1.737,18.5172,4.4027,0.9324,1.0346,22.9199,1.3741,0.0,61.0226,50.0105,68.2283,49,0.0582,11.8875,1.6721,3.1024,53.9695,16.4829,84.8422,82.3167,Não,1.6946,Baixo,Excelente,0.4705,Sim,2.552,4.9619
EMP00761,Pioneira Cargo Soluções,Logística e Transportes,Transporte Rodoviário,França,Europa,2025,Pequena,Madura,treino,31.0562,29.9653,28.9782,24.9643,19.0805,6.2761,3.4064,9.5593,5.5579,2.9586,9.8735,1.4431,4.8159,0.0469,0.1564,18.548,0.1653,0.5956,5.3754,28.3655,20.4955,3.6589,8.8801,12.539,7.87,1.5933,3.6043,1.0973,3.3253,4.4683,0.9708,0.3535,-1.1431,0.7442,0.2828,0.2964,1.1358,-2.3526,1.1295,-1.3149,-1.3286,-0.0873,24.8443,2.1624,1.3151,2.4507,27.0067,1.0564,0.6405,48.8196,34.4454,44.2782,49,3.5666,20.9445,1.384,1.499,51.4098,90.9775,9.1043,15.229,Não,76.0363,Alto,Crítica,45.3481,Não,0.7814,3.1366
EMP00762,Prime Cloud International,Tecnologia,Serviços de TI,Canadá,América do Norte,2025,Grande,Inicial,teste,1931.3169,1839.3205,1829.5305,1745.2612,1696.5392,787.6568,0.5351,2.6593,606.9801,45.1112,2.4526,-40.9978,-2.229,-227.3959,-12.363,33.0002,-8.6394,-21.8946,-1.5509,2632.0712,1593.4778,436.2749,491.3186,927.5935,1038.5934,0.8931,2.5343,-0.2796,1032.6716,789.323,236.0059,22.0726,243.3486,1.3083,1.0606,0.327,-106.0419,-102.7107,51.0955,-213.6062,-206.5166,-157.6571,1650.9692,143.2401,146.6061,107.5643,1794.2093,0.6988,6.3033,50.6078,47.7439,7939.1798,6252,28.0,42.8233,1.6518,0.2004,48.6575,97.9462,1.0,0.0,Não,79.4516,Alto,Crítica,58.6147,Não,-39.546,-6.1006
EMP00763,Dinamika Commerce Operações,Varejo,Supermercados,Alemanha,Europa,2025,Pequena,Reestruturação,treino,3.3114,3.0103,3.0768,3.2851,0.2054,0.8017,-2.1639,-4.274,0.987,0.1617,5.3715,0.0694,2.3067,0.019,0.6314,32.788,1.5103,3.759,5.9243,1.2585,0.7529,0.1088,0.254,0.3627,0.5056,0.7174,2.4889,3.8159,0.3524,0.2381,0.1183,0.0415,0.1143,1.4801,0.5625,0.6713,0.1347,-0.1478,0.2424,-0.0214,-0.021,0.2293,2.6269,0.2217,0.0182,0.1561,2.8486,2.3919,7.0792,31.9511,33.8719,1.3383,17,0.2574,26.6335,1.6716,4.2808,51.2209,9.5285,96.787,72.2483,Não,0.733,Baixo,Excelente,0.3459,Não,0.0458,0.6194
EMP00764,Pulsar Bank Serviços,Bancos e Serviços Financeiros,Banco Comercial,Estados Unidos,América do Norte,2025,Média,Expansão,treino,108.2188,104.1403,104.3095,103.4433,102.0574,32.7356,-0.1622,0.3363,58.1118,27.8171,26.7112,25.8118,24.7856,7.272,6.9829,55.8015,0.651,23.475,6.4813,1117.1067,1086.1292,59.7106,216.8551,276.5657,30.9775,8.928,36.0619,1.4019,362.8825,341.6016,83.2443,29.0927,21.281,1.0623,1.0623,0.3289,12.6633,-1.8906,-20.2369,10.5839,12.9353,-9.4643,55.8393,20.4838,18.4116,2.0794,76.3231,0.0932,0.0,0,0,131.9957,249,3.2292,31.4342,1.0285,0.954,52.3647,76.1363,23.1183,25.0609,Não,79.9321,Alto,Crítica,78.8321,Sim,5.3268,5.0797
EMP00765,Eco Transportes Partners,Logística e Transportes,Transporte Rodoviário,Reino Unido,Europa,2025,Pequena,Expansão,validacao,7.7119,7.4221,6.201,5.7676,4.8772,0.8778,19.6924,13.4402,2.0693,1.1918,16.0568,0.5538,7.462,0.3327,4.4826,27.8797,4.6471,13.1193,8.8432,7.1594,4.6235,0.8457,1.5368,2.3825,2.536,0.9395,2.8231,3.4491,1.6914,1.293,0.4855,0.2184,0.3983,1.3081,0.4971,0.5444,0.9629,-0.4961,-0.183,0.4212,0.3661,0.2838,5.8048,0.4256,0.1606,0.5417,6.2304,1.0367,0.6177,50.7317,24.0199,4.7966,46,0.8468,11.827,1.5485,3.81,53.7327,5.0983,95.4338,78.1349,Não,0.5183,Baixo,Excelente,0.3824,Sim,0.418,15.0219
EMP00766,Unica Cloud Capital,Tecnologia,Plataformas Digitais,Alemanha,Europa,2025,Pequena,Madura,validacao,21.3002,20.3581,16.1405,12.8635,13.0457,6.7472,26.1308,25.8022,15.2886,6.0277,29.6083,4.9214,24.174,3.5596,17.4851,75.0984,15.0933,26.5447,21.0741,23.5842,10.1742,0.6341,3.2161,3.8502,13.4099,0.2871,1.7587,21.6986,9.4502,5.1425,1.3339,0.7976,4.3077,1.8377,1.6935,0.4145,4.0245,-1.4484,-0.4446,2.5281,2.3087,2.1316,11.3371,2.9934,0.2268,1.4965,14.3304,0.8632,6.8361,71.9829,74.7426,81.7534,49,0.2705,33.1426,2.318,17.6794,58.3071,1.0,94.131,88.8565,Não,0.5,Baixo,Excelente,0.1,Sim,2.7054,31.7114
EMP00767,Green Mobility Corporation,Logística e Transportes,Portos e Terminais,Alemanha,Europa,2025,Média,Madura,teste,291.6779,278.2333,237.1257,217.9034,95.2168,11.5934,17.3358,12.9985,102.4292,16.3672,5.8825,-6.2164,-2.2342,-10.1756,-3.6572,36.8141,-4.4652,-14.9823,-2.7711,227.8835,159.966,36.0602,55.6077,91.6679,67.9174,1.3497,3.3553,-1.2871,87.2521,82.0811,11.4554,8.6834,5.1709,1.063,0.4039,0.2454,13.5873,-43.7608,7.3603,-31.6788,-26.2492,-22.8132,240.3646,21.5015,4.8299,45.2661,261.8661,1.2209,0.559,50.9647,50.6553,223.0841,249,2.6379,4.1668,1.4246,1.4458,51.0586,91.3516,8.8379,5.7396,Não,74.6267,Alto,Crítica,65.3334,Não,-29.8266,13.6269
EMP00768,Nexus Energy Indústrias,Energia,Energia Elétrica,Canadá,América do Norte,2025,Grande,Inicial,treino,22645.8222,22056.3805,21315.5261,22039.8042,14145.189,8349.1308,3.4757,0.0376,6814.5778,4644.3491,21.0567,2243.2598,10.1706,69.1575,0.3135,30.8962,0.1425,0.6702,5.2506,48532.4975,38213.8761,9631.5694,11546.933,21178.5023,10318.6214,2.0525,4.7034,0.9614,6401.8172,6727.0904,2132.5495,1266.9123,-325.2732,0.9516,0.6986,0.5053,2524.0659,-2525.6126,630.2377,-394.9196,-351.7825,628.691,16545.8334,866.1979,2333.2403,2918.9855,17412.0314,0.4545,8.9553,31.46,25.8604,29614.0605,48937,28.0,37.8536,1.27,1.142,52.7644,87.9992,10.3175,16.1795,Não,72.9431,Alto,Crítica,41.9293,Sim,270.3164,9.7942
EMP00769,Blue Build Brasil,Construção Civil,Materiais de Construção,Japão,Ásia,2025,Média,Madura,treino,179.4712,175.1625,138.6679,114.3064,11.2939,7.8429,26.318,23.7899,44.2546,10.4744,5.9798,3.6699,2.0951,2.0559,1.1737,25.2649,0.7135,3.1295,1.4643,288.1348,222.4397,16.9583,83.2188,100.1771,65.695,1.5249,4.3859,1.0365,55.8985,46.632,17.0104,5.5967,9.2665,1.1987,0.4555,0.4848,8.0661,-7.3895,7.4216,0.0979,0.0796,8.0982,153.8257,10.8624,3.5407,7.9682,164.6881,0.6079,2.2873,100.3531,76.6692,195.6544,249,0.2329,4.4775,1.2953,1.5887,51.0096,32.0202,71.1101,54.697,Sim,14.1341,Baixo,Boa,5.8075,Não,-11.3671,23.8045
EMP00770,Atlas Fabril Empreendimentos,Indústria,Materiais Industriais,Reino Unido,Europa,2025,Grande,Expansão,treino,6447.5039,6154.4898,5848.2054,5383.6487,2331.9954,2131.4587,5.2372,6.9197,2422.0314,680.6195,11.0589,309.3909,5.0271,253.5829,4.1203,39.3539,5.014,11.5995,6.205,5057.4632,2871.3148,713.3813,719.3143,1432.6955,2186.1484,0.6554,2.3134,3.801,1305.1978,784.9804,227.9555,183.0134,520.2174,1.6627,0.7527,0.5235,723.5274,-507.9394,69.0368,199.6915,196.8891,284.6248,5081.5277,392.3425,81.398,523.8359,5473.8702,1.2169,5.2252,72.076,42.6827,11791.2487,16656,25.3861,34.6326,1.7614,3.244,52.5586,6.5691,95.0371,78.4116,Não,0.5047,Baixo,Excelente,0.2502,Sim,124.3335,13.3381
EMP00771,Estratega Engenharia Operações,Construção Civil,Materiais de Construção,Japão,Ásia,2025,Grande,Madura,teste,10554.5162,10035.5013,8078.7144,7233.87,475.7244,2026.3365,24.2215,17.7834,2021.5546,1566.8073,15.6126,1369.1055,13.6426,695.7591,6.933,20.144,4.7108,16.6298,9.4249,14769.3053,10585.5078,1393.6511,4015.3046,5408.9556,4183.7975,1.2928,3.5301,4.3664,4529.5352,3303.8574,1069.311,728.3256,1225.6778,1.371,0.521,0.5441,880.2804,-555.4915,205.0497,250.0564,212.8574,529.8386,7817.5166,651.1774,313.556,630.224,8468.694,0.6795,1.8533,88.5693,62.8091,9749.3448,39793,28.0,20.1917,1.3952,2.776,53.33,10.1357,98.4455,80.0573,Não,0.5,Baixo,Excelente,0.4255,Sim,168.0439,6.5581
EMP00772,Pioneira Home Global,Bens de Consumo,Bens Duráveis,Brasil,América Latina,2025,Pequena,Madura,treino,4.266,4.1232,4.0294,3.7319,1.911,1.02,2.3272,5.112,1.5151,0.6304,15.289,0.5002,12.1314,0.1976,4.7926,36.7446,5.3985,17.2786,14.2229,3.6604,2.5167,0.8947,0.6605,1.5552,1.1437,1.3599,3.2006,1.9185,0.3973,0.4337,0.0169,0.0123,-0.0365,0.9159,0.348,0.0675,0.4137,-0.1776,0.2191,0.2268,0.2329,0.4552,3.2491,0.2437,0.2607,0.1868,3.4928,1.1264,4.0954,45.2172,63.5673,7.925,13,1.0739,24.7392,1.4544,1.4947,52.3466,54.4555,45.7881,48.6081,Não,25.8377,Baixo,Atenção,8.6546,Não,0.075,0.8608
EMP00773,Apex Finance Brasil,Bancos e Serviços Financeiros,Seguros,Índia,Ásia,2025,Pequena,Madura,treino,24.9022,24.7776,22.4787,20.3457,16.0251,3.8087,10.2272,10.3553,12.3363,7.9648,32.145,7.3735,29.7586,1.8075,7.2948,49.7881,0.7989,29.08,11.068,226.2589,220.0434,16.9572,27.1901,44.1473,6.2155,7.1028,36.4023,1.4614,105.3961,88.6706,9.2512,7.6753,16.7255,1.1886,1.1886,0.1909,1.2047,-0.4794,-5.5841,0.6865,0.6259,-4.8588,10.7517,6.0612,5.0457,0.5183,16.8129,0.1095,0.0,0,0,64.515,49,0.8196,15.3714,1.0282,0.9836,53.1297,87.4081,14.0209,19.854,Não,78.2131,Alto,Crítica,74.8436,Sim,0.8369,8.0663
EMP00774,Evoluta Transportes Sistemas,Logística e Transportes,Operador Logístico,Índia,Ásia,2025,Média,Madura,treino,107.5015,103.0719,95.3146,83.6056,53.2865,18.7229,8.1387,11.0331,29.1436,11.4981,11.1554,2.5406,2.4649,-0.7695,-0.7466,28.275,-0.9015,-3.7543,3.2942,85.3616,64.8647,13.7321,25.1023,38.8344,20.4969,1.8946,4.1646,0.6832,19.86,18.9791,7.8849,2.0164,0.881,1.0464,0.3976,0.5217,8.5848,-12.4497,-1.3819,-3.865,-3.6655,-5.2468,82.5012,9.0727,3.7188,12.4497,91.5739,1.2075,0.5256,32.1409,41.6911,73.7027,249,6.5988,18.1649,1.316,1.8574,51.9609,69.0774,31.3388,26.98,Não,62.6288,Médio,Crítica,34.0013,Sim,-0.5145,8.3607
EMP00775,Dinamika Fiber International,Telecomunicações,Telefonia Móvel,França,Europa,2025,Pequena,Madura,validacao,18.5116,17.6199,17.7114,17.3945,17.2675,3.9055,-0.5167,0.6456,10.275,5.9984,34.0432,3.9724,22.545,2.497,14.1716,58.3146,9.8869,30.0915,17.0318,25.2559,16.9578,4.1957,4.9869,9.1825,8.2981,1.1066,3.0436,6.9167,7.1981,6.7752,1.8225,0.4766,0.4229,1.0624,0.9364,0.3393,4.517,-2.7499,-0.8385,1.6591,1.8269,0.9285,11.086,0.5355,0.5743,2.8579,11.6215,0.6977,8.5993,68.3953,53.261,21.5617,49,0.0107,22.1655,1.4893,4.5116,59.096,7.5705,90.32,86.4094,Não,0.6635,Baixo,Excelente,0.2659,Sim,2.2254,10.5355
EMP00776,Solidez Cloud Brasil,Tecnologia,Plataformas Digitais,Brasil,América Latina,2025,Média,Reestruturação,validacao,55.7335,52.5179,48.5514,50.0242,32.0811,33.1244,8.1698,2.4622,25.0584,10.1069,19.2446,7.4397,14.1661,3.9132,7.4512,47.7141,6.915,16.3741,13.4714,56.5903,32.6915,5.7327,12.2363,17.969,23.8987,0.7519,2.3679,2.4186,19.8568,11.8016,2.8964,1.9085,8.0551,1.6825,1.3711,0.4071,5.8927,-3.4638,6.6192,2.0357,2.1205,9.0481,36.1761,6.2349,3.0761,3.857,42.411,0.928,7.4703,77.5783,35.3102,174.4172,232,1.6359,63.0725,1.731,2.4603,53.587,14.9113,84.5243,75.8806,Não,1.0034,Baixo,Excelente,0.513,Não,4.9268,3.1523
EMP00777,Integra Seguros Capital,Bancos e Serviços Financeiros,Banco Comercial,Estados Unidos,América do Norte,2025,Média,Madura,treino,102.7992,101.5392,94.9999,88.8632,78.33,27.6155,6.8835,6.8946,60.6592,22.5751,22.2329,21.0223,20.7037,1.2058,1.1876,59.7396,0.11,3.8305,6.1122,1096.3862,1064.9064,77.6039,148.4313,226.0352,31.4798,7.1803,34.8283,1.0767,341.0687,337.4141,76.5652,37.5778,3.6546,1.0108,1.0108,0.3383,5.9836,-1.7153,-6.278,4.1804,4.085,-2.0097,56.3016,22.6625,19.5246,1.8032,78.9641,0.0926,0.0,0,0,129.6769,249,0.8609,27.1969,1.0296,0.674,50.7625,87.1233,13.1622,17.5178,Não,88.1203,Alto,Crítica,79.387,Sim,9.0363,8.7178
EMP00778,Horizonte Consult Brasil,Serviços Empresariais,Educação Corporativa,Austrália,Oceania,2025,Pequena,Expansão,teste,42.3289,39.5112,32.8386,27.8828,33.118,15.2852,20.3195,19.0397,14.8254,5.0327,12.7373,3.8665,9.7858,2.4669,6.2436,37.5221,7.7062,20.689,11.1666,32.0124,20.0884,5.4369,7.3713,12.8083,11.9239,1.0742,2.6847,3.1619,9.8078,7.6222,2.2451,0.1952,2.1856,1.2867,1.2867,0.3202,3.4073,-1.0604,3.4757,2.2621,2.1673,5.8225,29.7729,4.7057,1.2228,1.1451,34.4785,1.2342,0.0,67.131,72.3982,141.8489,49,0.4266,38.6858,1.5936,2.286,52.5327,19.1467,83.9403,76.9113,Não,0.9231,Baixo,Excelente,0.8504,Sim,1.6162,20.0091
EMP00779,Unica Produtos Partners,Bens de Consumo,Produtos Domésticos,México,América Latina,2025,Pequena,Reestruturação,teste,8.3331,7.6923,7.4139,7.1607,3.7271,3.3711,3.7554,3.6454,3.4256,1.8936,24.6171,1.5519,20.1753,1.1035,14.3457,44.5327,22.03,48.5847,32.471,5.0091,2.7378,0.419,0.6783,1.0974,2.2713,0.4831,2.2054,13.1737,1.1941,0.7477,0.1658,0.0653,0.4463,1.5969,0.6068,0.3091,1.7007,-0.2542,-0.3262,1.4401,1.5909,1.1202,5.1701,0.6286,0.1178,0.2606,5.7987,1.5356,5.5865,57.2019,67.4005,12.093,49,0.019,43.8245,1.8296,9.7997,56.5245,1.0,99.0,91.5544,Sim,0.5,Baixo,Excelente,0.1,Sim,0.9441,6.4632
EMP00780,Central Produtos Participações,Bens de Consumo,Alimentos e Bebidas,Estados Unidos,América do Norte,2025,Grande,Inicial,teste,8598.4224,8170.0818,7149.0178,6035.7383,3094.7477,1376.4375,14.2826,16.3451,3577.049,748.5113,9.1616,549.0828,6.7207,265.7024,3.2521,43.7823,2.2618,5.0045,5.4042,11747.3912,6438.1372,785.9731,1597.3173,2383.2904,5309.254,0.4489,2.2126,4.3906,4283.6511,2859.1074,985.1151,420.0777,1424.5437,1.4982,1.2868,0.4915,554.9213,-478.4067,185.687,57.1237,48.7982,262.2016,6578.9995,842.571,125.0585,497.7976,7421.5706,0.6955,7.5989,51.2098,67.6219,16948.7357,29639,3.5822,16.8473,1.8247,2.8083,51.9834,3.6456,95.4311,73.0479,Não,0.5,Baixo,Excelente,0.2062,Não,176.114,-2.012
EMP00781,Terranova Foods Participações,Agronegócio,Produção Agrícola,Estados Unidos,América do Norte,2025,Média,Expansão,teste,148.1214,139.9834,111.8758,111.5837,48.2154,88.4341,25.1239,12.0051,41.3622,17.2548,12.3263,9.7387,6.957,4.4417,3.173,29.5479,2.4534,6.6645,5.7862,181.0453,114.3982,29.8594,37.4866,67.346,66.6471,1.0105,2.7165,1.7431,43.2395,34.3423,5.8946,2.706,8.8972,1.2591,0.6366,0.2504,13.0094,-11.4791,5.0512,0.189,0.1662,6.5815,115.4029,7.3257,5.5871,12.8204,122.7286,0.7732,4.6134,80.9192,69.9346,142.2527,249,0.193,63.1747,1.5826,1.5741,52.1744,23.9792,80.8456,64.4224,Sim,4.7322,Baixo,Excelente,2.76,Não,-3.4022,9.1975
EMP00782,Apex Cloud Empreendimentos,Tecnologia,Software SaaS,Japão,Ásia,2025,Pequena,Madura,treino,2.9528,2.8378,2.231,1.8937,1.8328,1.6317,27.1994,22.416,1.8029,0.584,20.5804,0.4532,15.9715,0.2758,9.7204,63.5306,6.6884,11.5863,10.4383,4.1243,1.7435,0.1955,0.3987,0.5943,2.3808,0.2496,1.7323,39.4051,2.2186,1.0416,0.4016,0.1928,1.1771,2.1301,1.9227,0.5706,0.1619,-0.1895,0.0074,-0.0349,-0.033,-0.0202,2.001,0.2528,0.0115,0.1968,2.2538,0.6881,4.7915,58.1882,54.5648,20.0272,10,0.1817,57.4985,2.3656,12.5063,55.6096,2.3761,99.0,84.7666,Não,0.5,Baixo,Excelente,0.1,Sim,0.1973,21.4619
EMP00783,Apex Grãos Serviços,Agronegócio,Proteína Animal,França,Europa,2025,Grande,Reestruturação,treino,54008.5216,51123.8244,44292.5818,40888.8113,13109.0686,28961.1081,15.423,11.8174,10837.4424,6233.6501,12.1932,3963.1577,7.7521,938.1715,1.8351,21.1984,1.5852,6.2966,7.3866,59181.653,44282.0283,11991.5067,13447.6647,25439.1714,14899.6246,1.7074,3.972,1.7065,17954.8419,14036.5527,2075.023,1569.6857,3918.2893,1.2791,0.7054,0.2597,2821.1912,-3475.6024,3746.3765,-1070.0391,-932.0332,3091.9654,42688.2032,2201.9711,2322.4461,3891.2303,44890.1743,0.8638,5.0028,50.3981,49.6543,63579.0936,112016,28.0,56.6489,1.3365,1.3912,51.9887,65.5817,28.1677,29.9924,Não,18.7492,Baixo,Crítica,12.1196,Não,1297.1844,3.8907
EMP00784,Solidez Pharma Corporation,Saúde,Hospitais,Estados Unidos,América do Norte,2025,Média,Madura,treino,181.3435,170.6713,181.205,189.6756,122.6561,30.7748,-5.8131,-5.1419,70.7965,26.5583,15.5611,20.299,11.8936,7.3486,4.3057,41.4812,3.3152,11.2135,9.6718,221.6621,156.1288,46.8054,50.698,97.5034,65.5334,1.4878,3.3824,1.8948,58.6033,37.7623,17.817,7.1674,20.841,1.5519,0.7918,0.6616,18.124,-8.019,19.6774,9.3902,9.9719,29.7823,126.9684,17.1447,10.7128,8.7338,144.1131,0.77,3.4796,63.9451,61.6095,357.3663,249,0.2335,18.0316,1.4197,1.3877,52.4341,55.4779,42.1412,42.1961,Não,10.6672,Baixo,Atenção,5.573,Não,5.2881,4.2854
EMP00785,Conecta Lojas Indústrias,Varejo,Moda e Vestuário,Índia,Ásia,2025,Média,Expansão,treino,371.9775,336.8669,284.8263,275.5465,93.6148,69.1769,18.271,10.5686,98.1531,27.9234,8.2891,23.4037,6.9475,17.8506,5.299,29.1371,15.9589,54.6316,24.9282,111.8538,79.1793,11.8516,26.8557,38.7073,32.6745,1.1846,3.4233,7.4414,43.4841,26.0719,6.996,3.9371,17.4122,1.6679,0.6338,0.4193,26.6337,-8.5812,-0.3105,16.5379,15.528,17.7419,283.5151,25.4284,3.1451,10.0957,308.9435,3.0117,2.1493,28.3992,68.7805,328.8807,249,17.1545,20.5354,1.4127,5.2902,51.9091,1.9428,98.1754,90.2124,Sim,0.5,Baixo,Excelente,0.2066,Não,-5.1275,20.6515
EMP00786,Aurora Tech Soluções,Tecnologia,Software SaaS,Índia,Ásia,2025,Grande,Madura,treino,43970.3103,41874.0331,36614.3318,29627.9771,26088.6601,21382.2428,14.3651,18.8834,27182.586,11368.7306,27.1498,9787.7458,23.3743,7037.2611,16.8058,64.9151,11.0078,17.6137,16.0819,63929.7395,23976.3991,2840.3897,4930.5936,7770.9833,39953.3404,0.1945,1.6001,11.6914,37151.1523,14941.9348,5691.7657,7624.4013,22209.2175,2.4864,2.2811,0.8912,5988.0907,-3330.2245,-2601.539,2616.07,2522.3901,56.3272,24319.9631,6185.3394,837.1737,3372.0207,30505.3025,0.655,4.7891,64.8827,37.6438,180234.0975,150163,28.0,51.0633,2.6664,8.431,57.1921,1.0,95.5957,89.5639,Sim,0.5,Baixo,Excelente,0.1,Não,-290.6349,13.4897
